customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
54533,58,29,58,1,0,1,0,67,52582.0,1,28,36,0,0,2,1,12,20,10.096
54382,38,9,38,1,0,0,0,58,52478.0,5,16,24,2,3,1,15,6,34,21.674
62092,33,6,33,0,0,0,0,51,55376.0,6,40,48,3,1,6,18,7,40,26.447
6880,41,11,41,1,0,0,0,55,29036.0,6,18,24,2,4,2,1,9,35,11.192
26677,47,15,47,1,0,0,0,62,40216.0,6,31,36,1,3,0,0,12,25,0.0
27014,37,7,37,0,0,0,0,44,40362.0,4,22,24,4,3,0,0,13,41,0.0
61671,25,0,25,1,0,0,0,58,55336.0,7,36,48,2,1,0,0,9,31,0.0
40533,47,18,47,1,0,0,0,52,46208.0,3,16,24,3,1,0,0,19,27,0.0
83809,34,0,34,1,0,0,0,69,63451.0,5,15,24,0,0,0,13,12,18,19.545
24092,45,16,45,1,0,0,0,45,38868.0,6,-3,0,4,4,0,0,9,44,0.0
5549,21,0,21,0,0,0,0,59,28164.0,6,16,24,1,2,3,3,12,28,9.597999999999999
33249,57,28,57,1,0,0,0,64,42531.0,6,26,36,1,0,0,0,8,27,0.0
51469,30,0,30,0,0,0,0,47,51339.0,4,0,12,4,2,0,0,12,40,0.0
7521,19,0,19,1,0,0,0,47,29936.0,6,31,36,4,0,0,0,14,38,0.0
2418,53,22,53,1,0,0,0,51,24993.0,4,29,36,3,0,0,0,10,38,0.0
57672,37,7,37,1,0,0,0,67,54117.0,7,40,48,0,1,0,0,11,20,0.0
25159,32,0,32,0,0,0,0,53,39384.0,6,26,36,3,2,2,1,9,36,8.559
34895,16,0,16,0,0,0,0,45,43349.0,3,37,48,4,0,0,0,13,41,0.0
25187,36,4,36,1,0,0,0,59,39404.0,5,37,48,2,1,0,0,9,31,0.0
11654,38,6,38,0,0,0,0,66,32037.0,2,15,24,0,1,0,0,7,25,0.0
22592,35,3,35,0,0,0,0,51,38244.0,6,20,24,3,0,0,0,18,30,0.0
13252,35,4,35,0,0,0,0,64,32524.0,3,21,24,1,1,1,1,13,21,7.932
104959,40,11,40,0,0,0,0,66,70904.0,3,26,36,0,3,2,1,9,24,9.292
6566,36,5,36,0,0,0,0,48,28560.0,2,9,12,3,0,5,1,15,36,7.516
32597,40,10,40,0,0,0,0,57,42341.0,2,40,48,2,0,1,1,11,31,11.112
4085,45,16,45,0,0,0,0,48,26896.0,4,22,24,3,1,5,2,12,39,11.085999999999999
30444,42,11,42,0,0,0,0,53,41279.0,7,-3,0,2,0,0,0,6,40,0.0
37739,19,0,19,1,0,0,0,60,45301.0,3,31,36,1,1,0,0,7,32,0.0
61690,36,12,36,1,0,0,0,50,55342.0,7,33,36,3,1,0,0,10,38,0.0
49337,45,15,45,0,0,0,0,53,50232.0,7,41,48,2,3,3,1,10,36,10.169
54848,39,9,39,1,0,0,0,60,52632.0,7,40,48,1,4,0,0,3,35,0.0
36111,39,5,39,1,0,0,0,56,44433.0,5,22,24,2,0,0,0,7,35,0.0
49309,67,38,67,1,0,0,0,39,50240.0,4,12,24,5,0,2,2,11,48,11.356
13007,37,7,37,1,0,0,0,43,32357.0,2,9,12,4,3,2,1,8,47,10.489
47464,38,9,38,1,0,0,0,67,49050.0,2,22,24,0,0,3,2,11,21,10.435
30102,46,18,46,0,0,0,0,45,41268.0,6,-4,0,4,0,0,0,19,34,0.0
59043,38,9,38,1,0,0,0,76,54573.0,2,-2,0,1,0,0,0,6,17,0.0
49983,54,21,54,0,0,0,0,52,50766.0,4,15,24,3,0,4,3,14,33,11.927999999999999
30584,16,0,16,0,0,0,0,48,41392.0,5,9,12,3,0,4,1,11,40,10.417
34658,30,0,30,1,0,0,0,66,43097.0,4,34,36,0,0,0,0,13,20,0.0
55930,40,7,40,0,0,0,0,56,53176.0,7,23,24,2,0,2,1,7,35,8.099
61594,47,21,47,1,0,0,0,53,55329.0,4,30,36,2,1,0,0,7,39,0.0
60103,39,6,39,1,0,0,0,54,55001.0,4,-6,0,2,3,0,0,8,36,0.0
7200,40,10,40,1,0,0,0,70,29681.0,5,29,36,0,0,6,3,7,22,11.222999999999999
35314,51,21,51,0,0,0,0,70,43768.0,6,12,24,0,0,4,3,12,17,12.949000000000002
10105,57,28,57,0,0,0,0,61,31474.0,4,10,12,1,1,4,3,17,20,12.001
43725,30,2,30,1,0,0,0,45,47414.0,7,25,36,4,3,4,1,11,42,13.064
45474,27,0,27,1,0,0,0,53,47984.0,7,7,12,2,1,2,1,14,31,8.117
49824,45,14,45,0,0,0,0,57,50710.0,7,22,24,2,1,0,0,16,25,0.0
23644,38,9,38,0,0,0,0,51,38501.0,3,29,36,3,1,0,0,16,32,0.0
47771,24,0,24,1,0,0,0,56,49185.0,3,40,48,2,0,2,1,14,28,9.149
5956,50,20,50,0,0,0,0,72,28289.0,4,-5,0,0,2,0,0,9,18,0.0
13964,36,5,36,1,0,0,0,42,33328.0,6,11,24,4,1,4,2,8,48,10.470999999999998
23170,33,7,33,1,0,0,0,57,38158.0,3,14,24,2,0,1,8,9,32,14.663
25352,35,4,35,1,0,0,0,48,39841.0,6,7,12,3,1,0,0,13,37,0.0
13338,29,0,29,0,0,0,0,51,32682.0,5,7,12,3,0,2,4,13,34,10.812999999999999
45783,69,41,69,1,0,0,0,57,48055.0,6,22,24,2,3,5,2,9,33,11.019
2605,29,2,29,1,0,0,0,53,25124.0,2,-2,0,2,0,0,0,12,33,0.0
47278,59,29,59,0,0,0,0,37,48706.0,1,11,24,5,2,2,2,15,47,10.898
24694,14,0,14,0,0,0,0,62,39234.0,3,11,24,1,0,0,0,13,24,0.0
49293,35,5,35,0,0,0,0,49,50245.0,3,29,36,3,0,1,1,11,39,11.959000000000001
1071,32,4,32,1,0,0,0,62,21029.0,6,12,24,1,0,5,2,13,24,10.753
49418,34,2,34,1,0,0,0,64,50470.0,4,-5,0,1,1,0,0,10,24,0.0
40360,64,32,64,1,0,0,0,65,46131.0,3,36,48,0,0,4,1,8,25,11.127
34737,33,1,33,0,0,0,0,52,43216.0,5,-4,0,3,4,0,0,12,34,0.0
16695,53,24,53,1,0,0,0,56,35118.0,5,22,24,2,1,4,3,13,29,9.261000000000001
58456,36,6,36,1,0,0,0,57,54449.0,3,27,36,2,0,0,0,12,30,0.0
53226,43,12,43,1,0,0,0,50,51929.0,6,8,12,3,2,1,1,15,34,11.815999999999999
40524,46,15,46,0,0,0,0,47,46205.0,4,36,48,3,1,1,8,18,33,14.789000000000001
60877,40,13,40,0,0,0,0,28,55330.0,4,21,24,7,2,2,28,28,43,35.001999999999995
23778,33,2,33,1,0,0,0,43,38461.0,7,21,24,4,1,2,1,17,39,7.425
1893,63,36,63,1,0,0,0,59,23562.0,2,35,48,1,0,0,0,7,32,0.0
32988,18,0,18,1,0,0,1,48,42436.0,2,37,48,3,1,6,20,10,41,26.628
73798,26,0,26,0,0,0,0,59,59102.0,3,6,12,1,3,3,1,8,32,10.279000000000002
36208,69,43,69,0,0,0,0,53,44408.0,1,31,36,2,0,3,2,7,38,11.602
20776,39,11,39,1,0,0,0,53,37468.0,4,40,48,2,1,6,3,6,39,9.481
52777,52,22,52,0,0,0,0,73,51676.0,4,30,36,0,0,5,2,14,12,8.405
50676,34,9,34,1,0,0,0,63,50940.0,6,17,24,1,0,5,4,7,28,10.311
20570,29,0,29,0,0,0,0,47,37492.0,6,16,24,3,0,0,0,9,42,0.0
49188,34,7,34,1,0,0,0,63,50226.0,7,19,24,1,0,0,0,7,29,0.0
11395,43,15,43,0,0,0,0,70,31962.0,3,12,24,0,5,0,0,7,22,0.0
20631,30,2,30,0,0,0,0,41,37502.0,4,-2,0,5,0,0,0,14,44,0.0
80240,46,18,46,0,0,0,0,47,61968.0,7,8,12,3,5,1,15,10,41,22.13
61458,34,6,34,0,0,0,0,60,55346.0,3,24,36,1,0,4,3,7,31,10.732000000000001
19214,43,10,43,0,0,0,0,65,36444.0,6,29,36,0,0,3,1,5,28,9.509
45843,40,11,40,1,0,0,0,64,48070.0,7,12,24,1,1,3,8,8,27,15.549000000000001
67667,37,7,37,0,0,0,0,47,56562.0,7,7,12,3,2,1,29,10,42,35.848
59723,20,0,20,1,0,0,0,53,54919.0,7,8,12,3,0,0,0,10,36,0.0
39296,36,8,36,1,0,0,0,38,45721.0,6,31,36,5,0,0,0,16,45,0.0
59897,41,12,41,1,0,0,0,57,54860.0,7,17,24,2,1,0,0,8,34,0.0
2487,86,54,86,0,0,0,0,62,25112.0,6,34,36,1,1,0,0,12,25,0.0
21588,43,14,43,1,0,0,0,49,37993.0,5,40,48,3,0,3,2,8,41,8.439
25455,45,15,45,0,0,0,0,69,39847.0,7,22,24,0,0,4,3,8,21,9.791
57586,29,0,29,0,0,0,0,59,54044.0,3,14,24,1,2,0,0,4,35,0.0
46404,26,0,26,1,0,0,0,62,48537.0,4,30,36,1,1,0,0,8,28,0.0
14095,42,15,42,1,0,0,0,53,33339.0,6,40,48,2,0,1,18,7,38,24.615
27800,24,0,24,0,0,0,0,58,40910.0,3,-3,0,1,4,0,0,14,26,0.0
100914,42,15,42,1,0,0,0,55,69682.0,7,13,24,2,2,1,17,11,33,24.31
60385,36,7,36,1,0,0,0,59,55077.0,2,30,36,1,0,0,0,10,29,0.0
10552,24,0,24,1,0,0,0,69,31868.0,3,5,12,0,3,0,0,8,21,0.0
41878,18,0,18,0,0,0,0,60,46611.0,2,25,36,1,3,1,1,6,32,8.222000000000001
60929,44,14,44,0,0,0,0,68,55278.0,5,31,36,0,0,3,2,7,23,9.248
30226,52,24,52,1,0,0,0,48,41287.0,4,40,48,4,2,2,1,7,44,8.379
89697,57,26,57,0,0,0,1,52,65214.0,3,30,36,3,0,3,17,11,36,23.866
25301,47,17,47,1,0,0,0,61,39622.0,5,41,48,1,0,4,1,7,30,12.232000000000001
61538,35,4,35,0,0,0,0,58,55284.0,3,41,48,2,0,3,2,10,30,12.879000000000001
40837,22,0,22,0,0,0,0,57,46523.0,3,38,48,2,1,0,0,18,24,0.0
64637,59,28,59,0,0,0,0,67,55954.0,3,29,36,0,1,3,2,10,22,10.369000000000002
45480,48,18,48,0,0,0,0,76,48050.0,5,22,24,0,0,5,2,9,13,10.29
56837,38,4,38,0,0,0,0,56,53622.0,7,6,12,2,0,0,0,14,28,0.0
30386,35,6,35,1,0,0,0,35,41270.0,7,7,12,5,0,0,0,10,53,0.0
101794,55,26,55,1,0,0,0,64,70156.0,3,8,12,1,1,3,2,7,27,11.489
46960,34,6,34,0,0,0,0,58,48581.0,4,31,36,2,2,0,0,10,30,0.0
86462,51,21,51,0,0,0,0,66,64731.0,1,16,24,0,2,4,1,10,22,8.112
10798,70,36,70,1,0,0,0,53,31933.0,6,30,36,3,0,0,0,11,35,0.0
8678,36,4,36,1,0,0,0,55,30830.0,2,12,24,2,3,2,1,8,36,9.412
64224,31,6,31,0,0,0,0,56,55915.0,3,40,48,2,0,3,2,10,33,9.647
41191,33,2,33,0,0,0,0,30,46603.0,2,21,24,6,4,4,2,17,52,10.225
54022,32,4,32,0,0,0,0,49,52411.0,3,37,48,3,1,1,1,14,35,9.684
5956,50,20,50,0,0,0,0,72,28289.0,4,-5,0,0,2,0,0,9,18,0.0
14913,41,11,41,0,0,0,0,65,33903.0,5,17,24,0,3,1,15,11,22,22.340999999999998
57592,41,12,41,0,0,0,0,58,53992.0,7,29,36,2,0,4,3,9,32,12.436
43719,24,0,24,1,0,0,0,61,47413.0,7,23,24,1,4,0,0,14,23,0.0
62560,50,19,50,0,0,0,0,66,55499.0,6,21,24,0,2,4,1,10,23,8.333
41569,41,10,41,1,0,0,0,67,46590.0,2,21,24,0,0,4,2,15,16,11.264000000000001
10470,36,6,36,1,0,0,0,54,31706.0,2,14,24,2,4,0,0,7,38,0.0
61402,25,0,25,0,0,0,0,73,55273.0,3,28,36,0,1,3,2,9,17,8.82
9615,79,54,79,1,0,0,0,57,31329.0,4,0,12,2,0,0,0,7,34,0.0
67345,24,0,24,1,0,0,0,33,56622.0,4,30,36,6,1,2,1,27,38,11.776
60298,44,16,44,1,0,0,0,57,54953.0,4,31,36,2,1,2,1,7,35,10.539000000000001
59695,45,12,45,1,0,0,0,54,54862.0,7,-6,0,2,7,1,0,16,28,0.0
15451,40,11,40,1,0,0,0,53,34698.0,3,11,24,2,0,3,1,9,37,12.949000000000002
32509,45,17,45,0,0,0,0,62,42224.0,7,22,24,1,0,0,0,6,30,0.0
5711,49,20,49,0,0,0,0,62,28322.0,6,18,24,1,3,1,1,7,30,8.426
40627,38,10,38,1,0,0,0,57,46526.0,4,29,36,2,0,0,0,11,31,0.0
49424,34,7,34,0,0,0,0,56,50510.0,3,14,24,2,0,0,0,8,34,0.0
8863,30,0,30,1,0,0,0,64,31043.0,6,21,24,0,0,0,0,10,25,0.0
15113,32,6,32,0,0,0,0,66,33962.0,5,26,36,0,0,0,0,12,21,0.0
14238,43,12,43,0,0,0,0,61,33647.0,7,24,36,1,0,0,0,8,30,0.0
49105,21,0,21,1,0,0,0,40,50083.0,6,24,36,5,1,0,0,16,43,0.0
7289,43,14,43,0,0,0,0,50,29739.0,4,5,12,3,3,5,3,5,43,10.214
23546,46,17,46,0,0,0,0,43,38498.0,3,-4,0,4,3,1,0,8,47,0.0
47070,38,12,38,0,0,0,0,63,48612.0,7,18,24,1,0,0,0,15,20,0.0
50337,17,0,17,1,0,0,0,48,50905.0,4,18,24,3,3,4,1,10,40,8.783
24914,38,10,38,0,0,0,0,48,39274.0,7,29,36,3,0,0,2,17,33,10.057
30646,28,0,28,1,0,0,0,54,41548.0,4,30,36,2,0,0,0,21,23,0.0
6416,54,23,54,1,0,0,0,48,28258.0,3,36,48,3,2,0,0,16,35,0.0
59034,59,30,59,1,0,0,0,54,54598.0,2,39,48,2,0,1,1,7,38,11.915999999999999
18463,29,3,29,1,0,0,0,42,35853.0,7,29,36,4,1,2,1,16,40,9.327
25630,34,0,34,0,0,0,0,50,39832.0,2,22,24,3,4,5,15,10,39,21.971999999999998
52155,32,6,32,0,0,0,0,47,51509.0,5,24,36,4,0,0,0,14,38,0.0
34429,59,30,59,1,0,0,0,53,42666.0,5,-1,0,3,1,1,0,8,37,0.0
61536,39,9,39,0,0,0,0,58,55284.0,3,23,36,2,1,0,0,10,30,0.0
56962,26,0,26,1,0,0,0,60,53713.0,2,9,12,1,0,3,1,11,27,9.282
54658,38,12,38,0,0,0,0,29,52574.0,2,14,24,7,0,4,2,11,59,11.892000000000001
62349,38,7,38,0,0,0,0,55,55505.0,5,17,24,2,2,0,0,11,32,0.0
45630,43,12,43,0,0,0,0,61,48041.0,6,12,24,1,0,0,0,12,26,0.0
40063,48,18,48,1,0,0,0,56,46024.0,5,12,24,2,0,2,1,20,22,9.189
8158,33,2,33,0,0,0,0,58,30117.0,5,40,48,2,0,4,1,10,30,7.569
48833,28,1,28,1,0,0,0,53,50141.0,3,-1,0,2,0,0,0,15,31,0.0
35479,34,4,34,0,0,0,0,48,43760.0,6,41,48,3,0,3,2,13,37,9.881
45170,40,9,40,0,0,0,0,62,48035.0,3,26,36,1,1,4,3,8,28,10.19
18046,25,0,25,0,0,0,0,45,35375.0,5,12,24,4,2,0,2,11,43,9.927999999999999
60061,40,11,40,0,0,0,0,55,54913.0,2,38,48,2,0,0,0,15,28,0.0
107860,19,0,19,0,0,0,0,51,71457.0,3,7,12,3,0,0,30,11,36,36.854
60067,17,0,17,1,0,0,0,50,54911.0,3,11,12,3,0,5,3,10,39,12.288
36050,23,0,23,0,0,0,0,49,44449.0,5,14,24,3,2,0,0,10,39,0.0
40169,20,0,20,1,0,0,0,57,45957.0,2,15,24,2,0,0,0,8,33,0.0
26486,27,0,27,1,0,1,0,52,40034.0,7,41,48,3,0,3,15,15,32,21.377
46414,34,7,34,1,0,0,0,51,48518.0,6,37,48,3,0,3,3,16,32,14.742
18229,43,9,43,1,0,0,0,43,35845.0,2,39,48,4,0,5,3,9,46,9.943
43347,32,2,32,1,0,0,0,43,47204.0,3,32,36,4,0,0,0,9,47,0.0
22420,49,19,49,1,0,0,0,57,38142.0,5,29,36,2,2,1,1,6,35,8.716000000000001
22557,45,18,45,1,0,0,0,50,38152.0,3,22,24,3,0,1,1,8,40,8.824
4903,47,18,47,1,0,0,0,57,26963.0,3,35,48,2,1,3,2,9,32,11.270999999999999
54155,79,48,79,0,0,0,0,55,52529.0,5,25,36,2,1,0,0,10,33,0.0
27341,41,16,41,1,0,1,0,63,40740.0,5,29,36,1,1,0,0,11,25,0.0
12953,30,3,30,0,0,0,0,32,32396.0,6,12,24,6,0,2,1,19,47,8.336
36253,22,0,22,1,0,0,0,49,44416.0,5,12,24,3,2,3,1,12,37,12.527000000000001
13762,30,0,30,1,0,0,0,58,33143.0,6,21,24,2,1,0,0,12,28,0.0
56548,47,17,47,0,0,0,0,45,53424.0,3,30,36,4,1,0,0,12,41,0.0
11005,47,21,47,0,0,0,0,57,31851.0,2,18,24,2,4,4,2,12,29,11.277999999999999
7704,34,5,34,0,0,0,0,58,30033.0,4,29,36,1,1,5,3,12,28,9.524
